工单号,专业,一级网络类型,城市,地区名称,设备机房,网元名称,故障类别,BTS+站点ABIS控制链路断,BTS+[衍生关联]无线基站断站合并,NODEB+NodeB退服,NODEB+[关联告警]（拓扑关联）疑似动力原因断站工单,IPRAN+[关联告警]传输原因断站工单,EnodeB+网元断链告警,EnodeB+[衍生关联]无线基站断站合并,EnodeB+[关联告警]同站点传输托管告警关联基站断站,NODEB+[衍生关联]无线基站断站合并,EnodeB+[关联告警]（无传输托管）疑似动力原因断站工单,EnodeB+基站退出服务,EnodeB+[衍生告警]华为LTE无线基站的断站,NODEB+[关联告警]（无传输托管）疑似动力原因断站工单,BTS+[关联告警]同站点传输托管告警关联基站断站,IPRAN+物理端口Down,IPRAN+[关联告警]预判停电引起的传输故障,BTS+[衍生关联]无线基站设备和链路类告警合并,BTS+载频的PA温度严重告警(载频级告警;超过95度),UtranCell+[衍生关联]无线基站小区退服合并,NODEB+[关联告警]（无传输托管）动力原因断站工单,CELL+CELL LOGICAL CHANNEL AVAILABILITY SUPERVISION,BTS+[衍生告警]爱立信2G无线基站的断站,Eutrancell+[衍生关联]无线基站小区退服合并,UtranCell+小区退服,NODEB+RRU链路断,NODEB+[衍生关联]无线基站设备和链路类告警合并,BTS+[关联告警]（拓扑关联）疑似动力原因断站工单,Eutrancell+LTE小区退出服务,UtranCell+UtranCell_ServiceUnavailable,NODEB+DigitalCable_CableFailure,NODEB+AuxPlugInUnit_LossOfMains,EnodeB+PowerFailure,EnodeB+[衍生关联]无线基站设备和链路类告警合并,EnodeB+[衍生告警]爱立信LTE基站断站,EnodeB+[关联告警]（无传输托管）动力原因断站工单,NODEB+[关联告警]同站点传输托管告警关联基站断站,EnodeB+[关联告警]（拓扑关联）疑似动力原因断站工单,EnodeB+设备掉电,SDH+[关联告警]传输原因断站工单,Eutrancell+小区不可用告警,NODEB+[主次关联]爱立信3G基站断站,EnodeB+Heartbeat Failure,BTS+[关联告警]（无传输托管）疑似动力原因断站工单,IPRAN+[关联告警]传输专业链路告警与无线专业大面积断站关联,BTS+载频与CMB的HDLC链路断,NODEB+设备掉电,CELL+[衍生关联]无线基站小区退服合并,EnodeB+Power Failure,BTS+RRU链路断,EnodeB+射频单元维护链路异常告警,EnodeB+[衍生关联]同地市5分钟内10个4G基站断站,NODEB+[关联告警]（拓扑关联）动力原因断站工单,EnodeB+BBU光模块收发异常告警,EnodeB+Link Failure,CELL+GSM小区退出服务告警,BTS+OML故障告警,EnodeB+RRU链路断,UtranCell+UMTS小区不可用告警,NODEB+NodeB不可用告警,IPRAN+以太网物理接口(ETPI) 信号丢失(LOS),EnodeB+[关联告警]（拓扑关联）动力原因断站工单,NODEB+[衍生关联]同地市5分钟内10个3G基站断站,BTS+[关联告警]（无传输托管）动力原因断站工单,BTS+[衍生关联]同地市5分钟内10个2G基站断站,BTS+设备掉电,EnodeB+BBU单板维护链路异常告警,BTS+[关联告警]（拓扑关联）动力原因断站工单,NODEB+Network Synch Time from GPS Missing,EnodeB+Network Synch Time from GPS Missing,NODEB+Ethernet Switch Port Fault,SDH+[关联告警]传输专业链路告警与无线专业大面积断站关联,NODEB+Plug-In Unit General Problem,NODEB+AlmDevice Power Failure,EnodeB+PA去使能,BTS+PA去使能,EnodeB+RF Reflected Power High,IPRAN+电源整体功能失效,Eutrancell+PLMN Service Unavailable,NODEB+SCTP偶联断,EnodeB+BBU CPRI接口异常告警,NODEB+IMA Group Insufficient Links at Far End,BTS+载频的前向功率3db告警,EnodeB+射频单元光模块收发异常告警
808498122,话音网,无线网,南山区,深圳,[深圳南山蔚蓝海岸三期东天面机房一],[GD深圳南山蔚蓝海岸三期东_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794053722,话音网,无线网,龙华新区,深圳,[深圳石岩石龙仔二楼顶机房一],[GD深圳石岩石龙仔二_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795708122,话音网,无线网,宝安区,深圳,[深圳新安上合裕安居B单元楼顶机房一],[GD深圳新安上合裕安居_LTE_1_MF; GD深圳新安上合裕安居_室分_BBU_1],动力配套,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796953422,话音网,无线网,南山区,深圳,[深圳南山南园村北楼顶机房一],[GD深圳南山南园村北_BTS_1800_1],动力配套,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802386922,话音网,无线网,宝安区,深圳,[深圳龙华玉翠村楼顶机房一],[GD深圳龙华玉翠村_LTE_1_OF],动力配套,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796440222,话音网,无线网,宝安区,深圳,[深圳福永龙王庙工业区楼顶机房一],[福永龙王庙工业区北-室外-45621; 福永龙王庙工业区北-室外-1; 福永龙王庙工业区北-室外-45631; GD深圳福永龙王庙工业区北_NodeB_Wcdma2100_1; GD深圳福永龙王庙工业区北_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795013522,话音网,无线网,潮安县,潮州,[潮州移动官塘奕东地面机房一],[GD潮州移动官塘奕东_微蜂窝_GSM900_1],传输,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795225122,话音网,无线网,南山区,深圳,[深圳南山滨海红树林一地面机房一],[GD深圳南山滨海红树林1_LTE_1_OF; GD深圳南山滨海红树林1_NodeB_Wcdma2100_1],动力配套,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797947422,话音网,无线网,宝安区,深圳,[深圳松岗红星格布村北四楼机房一],[GD深圳松岗红星格布村北_LTE_1_OF; GD深圳红星格布村北_NodeB_Wcdma2100_1],动力配套,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808276722,传输网,传输网,南山区,深圳,[深圳滨海大道一七号地面机房一; 深圳南山滨海红树林一地面机房一; 深圳福田广深滨河路口楼顶机房一],[GD深圳福田广深滨河路口_NodeB_Wcdma2100_1; GD深圳滨海大道17号_LTE_1_OF; JZ-南山滨海红树林2-南山UZ(PA1C6环); GD深圳福田滨海大道17号_NodeB_Wcdma2100_1; GD深圳福田广深滨河路口_LTE_1_OF],传输,0,0,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793023222,话音网,无线网,宝安区,深圳,[深圳松岗金浩源七层天面机房一],[GD深圳松岗金浩源_LTE_1_OF],动力配套,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808536922,话音网,无线网,龙华新区,深圳,[深圳观澜赛维纳三期楼顶机房一],[GD深圳观澜赛维纳三期_LTE_1_OF],动力配套,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799888622,话音网,无线网,龙华新区,深圳,[深圳龙华鹊山村西楼顶机房一],[GD深圳龙华鹊山村西_LTE_1_OF],动力配套,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802319222,话音网,无线网,宝安区,深圳,[深圳宝安汇威科技园六层楼顶机房一],[GD深圳松岗汇威科技园_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797745622,话音网,无线网,龙岗区,深圳,[深圳龙岗车村六楼机房一],[GD深圳龙岗车村_BTS_900_1; GD深圳龙岗车村_LTE_1_OF; GD深圳龙岗车村_BTS_1800_1],动力配套,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791648622,话音网,无线网,光明新区,深圳,[深圳公明东坑长丰工业园天面机房一],[公明东坑长丰工业园-室外-3; 公明东坑长丰工业园-室外-2; 公明东坑长丰工业园-室外-4; GD深圳公明东坑长丰工业园_NodeB_Wcdma2100_1; 公明东坑长丰工业园-室外-1; GD深圳公明东坑长丰工业园_LTE_1_OF; GD深圳公明东坑长丰工业园_BTS_1800_1],动力配套,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804966722,话音网,无线网,龙华新区,深圳,[深圳观澜中南港工业城楼顶机房一],[GD深圳观澜中南港工业城_LTE_1_OF],动力配套,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797857822,话音网,无线网,南山区,深圳,[深圳南山枫叶时尚酒店负一楼机房一; 深圳南山枫叶时尚酒店1F机房一],[GD深坂田综合楼_LTE_1_MF; 深圳-Z-南山枫叶时尚酒店-398280-1-1-OF; GD深圳南山枫叶时尚酒店_LTE_1_OF; 深圳-Z-南山枫叶时尚酒店-398280-2-1-OF; JZ-南山枫叶时尚酒店-南山UZ(PA1C5链)],传输,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796751622,话音网,无线网,罗湖区,深圳,[深圳罗湖宝岗赋丰楼顶机房一],[GD深圳罗湖宝岗赋丰_LTE_1_OF; GD深圳罗湖宝岗赋丰_BTS_900/1800_1],动力配套,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795109222,话音网,无线网,坪山新区,深圳,[深圳坪山丰田村西四层天面机房一],[GD深圳坪山丰田村西_LTE_1_OF],动力配套,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797683222,传输网,传输网,南山区,深圳,[深圳南山枫叶时尚酒店负一楼机房一; 深圳南山枫叶时尚酒店1F机房一],[GD深坂田综合楼_LTE_1_MF; 深圳-Z-南山枫叶时尚酒店-398280-1-1-OF; 深圳-Z-南山枫叶时尚酒店-398280-2-1-OF; GD深圳南山枫叶时尚酒店_LTE_1_OF; JZ-南山枫叶时尚酒店-南山UZ(PA1C5链)],传输,0,0,0,0,4,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805716622,话音网,无线网,光明新区,深圳,[深圳福永深航基地培训楼五楼楼顶机房一],[GD深圳福永深航基地培训楼_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807251122,话音网,无线网,龙华新区,深圳,[深圳民治嘉龙山庄楼顶机房一],[GD民治嘉龙山庄_LTE_1_OF],传输,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794729622,话音网,无线网,龙岗区,深圳,[深圳坪山宝龙六联一楼机房一; 深圳龙岗宝荷正中高尔夫西楼顶机房一],[JZ-龙岗正中高尔夫西-龙岗UH(PA14C39环); HJ-宝龙六联-龙岗UH(PCR39环); GD深圳宝荷正中高尔夫西_LTE_1_OF],动力配套,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794740422,话音网,无线网,宝安区,深圳,[深圳松岗罗田收费站北六楼机房一],[GD深圳松岗罗田收费站北_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796340822,传输网,传输网,宝安区,深圳,[深圳石岩上排利星L; 深圳石岩伟健科技七楼机房一],[GD深圳石岩伟健科技_LTE_1_OF; JZ-宝安石岩上排工业-宝安UZ(PA3C3-1链); GD深圳石岩伟健科技_BTS_1800_1; GD深圳石岩伟健科技_NodeB_Wcdma2100_1],传输,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804446322,话音网,无线网,龙华新区,深圳,[深圳观澜冼屋居民四层天面机房一],[GD深圳观澜冼屋居民_LTE_1_OF],动力配套,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796657522,话音网,无线网,宝安区,深圳,[深圳福永新和二区五层楼顶机房一],[GD深圳福永新和二区_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801388422,传输网,传输网,宝安区,深圳,[深圳松岗富士康A二栋七楼机房一; 深圳松岗富士康五楼机房一],[GD深圳松岗富士康_LTE_1_OF; JZ-宝安松岗富士康-宝安UZ(PA8C3链); GD深圳松岗富士康A2栋_LTE_1_OF; GD深圳松岗富士康_NodeB_Wcdma2100_1; GD深圳松岗富士康_BTS_900_1],动力配套,1,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808260722,话音网,无线网,南山区,深圳,[深圳南山正章干洗楼顶机房一],[GD深圳南山正章干洗_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808615422,话音网,无线网,龙华新区,深圳,[深圳石岩机荷O地面机房一],[GD深圳石岩机荷O_BTS_1800_1; GD深圳石岩机荷0_LTE_1_OF],动力配套,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794694822,传输网,传输网,南山区,深圳,[深圳中泰南山主角B1F机房一; 深圳南山大南山北山道楼顶机房一],[GD深圳南山大南山北山道_NodeB_Wcdma2100_1; JZ-南山大南山北山道-南山UZ（PA1C5链）; GD深圳南山大南山北山道_LTE_1_OF; GD深圳南山中泰南山主角_LTE_1_MF; GD深圳南山中泰南山主角_室分_1800_1],动力配套,1,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795660022,话音网,无线网,光明新区,深圳,[深圳公明东坑长丰工业园天面机房一],[公明东坑长丰工业园-室外-3; 公明东坑长丰工业园-室外-2; 公明东坑长丰工业园-室外-4; GD深圳公明东坑长丰工业园_NodeB_Wcdma2100_1; 公明东坑长丰工业园-室外-1; GD深圳公明东坑长丰工业园_LTE_1_OF; GD深圳公明东坑长丰工业园_BTS_1800_1],动力配套,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807211922,话音网,无线网,宝安区,深圳,[深圳沙井步涌同富工业东六层楼顶机房一],[GD深圳沙井步涌同富工业东_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797407422,传输网,传输网,南山区,深圳,[深圳南山西部通道绿带四地面机房一],[GD深圳南山西部通道绿化带4_BTS_1800_1; JZ-南山西部通道绿化带4-南山UZ(PA4C6环); GD深圳南山西部通道绿化带4_LTE_1_OF],传输,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788863622,话音网,无线网,龙华新区,深圳,[深圳观澜樟阁边防楼顶机房一],[GD深圳观澜樟阁边防_NodeB_Wcdma2100_1; GD深圳观澜樟阁边防_BTS_900_1],动力配套,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802423122,话音网,无线网,龙岗区,深圳,[深圳横岗横坪收费站地面机房一],[JZ-横岗横坪收费站-龙岗UH(PA13C46链); GD深圳横岗横坪收费站_LTE_1_OF; GD深圳横岗横坪收费站_BTS_900_1],传输,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807310022,传输网,传输网,龙华新区,深圳,[深圳石岩同富裕工业二区七楼机房一],[JZ-宝安石岩同富裕工业二区-宝安UZ(PA3C3-1链); GD深圳石岩同富裕工业二区_LTE_1_OF],传输,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788840522,话音网,无线网,龙岗区,深圳,[深圳坪地香元新村六楼机房一],[GD深圳坪地香元新村_NodeB_Wcdma2100_1; GD深圳坪地香园新村_BTS_1800_1],动力配套,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802224822,话音网,无线网,龙华新区,深圳,[深圳石岩三民工业园东楼顶机房一],[GD深圳石岩三民工业园东_LTE_1_OF],动力配套,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806946322,话音网,无线网,宝安区,深圳,[深圳沙井沙二村怡安花园1F机房一],[GD深圳沙井沙二村怡安花园_室分_1800_1],动力配套,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800115122,传输网,传输网,光明新区,深圳,[深圳光明长圳新村天面机房一],[GD深圳光明长圳新村_BTS_1800_1; JZ-宝安公明长圳新村基站-宝安UZ(PA15C3环); GD深圳光明长圳新村_LTE_1_OF],传输,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793897722,传输网,传输网,坪山新区,深圳,[深圳坪山沙湖新村四巷六号五层顶机房一],[JZ-坪山沙湖新村-龙岗UH(PA4C40链)],动力配套,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793926322,话音网,无线网,龙华新区,深圳,[深圳石岩石龙仔二楼顶机房一],[GD深圳石岩石龙仔二_LTE_1_OF],动力配套,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
